iter	MultiClass
215	0.0306212354
216	0.03046794717
217	0.03033580044
218	0.03018460351
219	0.03000742431
220	0.02982180715
221	0.02963016091
222	0.02948254615
223	0.02936778407
224	0.029203540322225	0.0289948091226	0.02775784819
227	0.02764227477
228	0.02746098754
229	0.02731997013
230	0.02719372886
231	0.02706062784
232	0.02695286077
233	0.02682399262
234	0.02668802781
235	0.02653157851
236	0.02642114466
237	0.02631179919
238	0.02619321523
239	0.02604051636
240	0.02591638158
241	0.02575686602
242	0.02564697407
243	0.02548105008
244	0.0253783553
245	0.025276084
246	0.02516320493
247	0.02502572366
248	0.02491367032
249	0.02477470062
250	0.02465433059
251	0.02453702315
252	0.02442465594
253	0.02432096505
254	0.02423206123
255	0.02412297625
256	0.02399341551
257	0.02385069247
258	0.02371889139
259	0.02359176966
260	0.02351605267
261	0.02342136924
262	0.02334523605
263	0.02325670768
264	0.02315976594
265	0.02304458006
266	0.0229550173
267	0.02286525577
268	0.02275298797
269	0.0226614616
270	0.02256076618
271	0.02246105459
272	0.02235679342
273	0.02224674439
274	0.02211750432
275	0.02203124762
276	0.02194918023
277	0.02186469429
278	0.02176441425
279	0.02167976991
280	0.02160312789
281	0.02152845863
282	0.02143771455
283	0.0213548275
284	0.02128465535
285	0.02120762033
286	0.02110623945
287	0.02102714616
288	0.02096182778
289	0.02088435163
290	0.02080868632
291	0.02072180584
292	0.02064375249
293	0.02056391502
294	0.02048431844
295	0.02039560677
296	0.02029096653
297	0.02022066211
298	0.02014749563
299	0.02007475425
300	0.02000066531
3301	0.02053645828
302	0.02046250887
303	0.02036518389
304	0.02029914523
305	0.02023342219
306	0.02014618802
307	0.02003541559
308	0.01993937966
309	0.01985851543
310	0.01980173983
311	0.0197177087
312	0.01965515506
313	0.01959151659
314	0.01952420799
315	0.01945954489
316	0.01939879668
317	0.01933691239
318	0.01872005101
319	0.01865592827
320	0.01912638148
321	0.01907054819
322	0.01900305748
323	0.0189392685
324	0.01887422191
325	0.01880889895
326	0.01874262374
327	0.01865519129
328	0.0185678017
329	0.0184985441
330	0.01844209203
331	0.01838035475
332	0.0183242553
333	0.01825606241
334	0.01820499248
335	0.01815136269
336	0.01810404155
337	0.01804563127
338	0.0179670076
339	0.01790991934
340	0.01784499673
341	0.0177895331
342	0.01774258729
343	0.01706967903
344	0.01761449205
345	0.01756007024
346	0.01747786878
347	0.01684411392
348	0.01679680565349	0.0173240289
350	0.01726480868
35351	0.016644185835352	0.01658441232
353	0.01652541691
354	0.0164750871
355	0.01643334845
356	0.01636814758
357	0.01630588565
358	0.01625614485
359	0.0161987249
360	0.01614717413
361	0.01610148954
362	0.01605518911
363	0.01601496762
364	0.01596426799
365	0.01592097482
366	0.01587324614
367	0.01582628546
368	0.01578008624
369	0.01572396093
370	0.015666729
371	0.01563108198
372	0.01556735221
373	0.01552007025
374	0.01547781085
375	0.01544155081
376	0.01540223305
377	0.01536690902
378	0.0153203371
379	0.01527997077
380	0.01523690494
381	0.01518447498
382	0.01514480932
383	0.01509661945
384	0.01504517547
385	0.01500214548
386	0.01496137308
387	0.01491296424
388	0.01487840322
389	0.01484410683
390	0.01480442824
391	0.01476977841
392	0.01472580333
393	0.01468671175
394	0.01464130302
395	0.01460522078
396	0.01455658964
397	0.01451686747
398	0.01448336994
399	0.01444354763
400	0.01440076157
401	0.01436157074
402	0.0143288105
403	0.01429834233
404	0.01426545265
405	0.01421973426
406	0.01416990818
407	0.0141361782
408	0.01410277229
409	0.01406756252
410	0.01403166604
411	0.01399014021
412	0.01394483724
413	0.01392074595
414	0.01388278895
415	0.01384803328
416	0.01381667113
417	0.01378790282
418	0.01374677985
419	0.01370495492
420	0.01366676416
421	0.0136188967
422	0.01358047104
423	0.01354979821
424	0.01351566724
425	0.01348105804
426	0.01343786881
427	0.01339774362
428	0.01337204015
429	0.01334116287
430	0.01331429069
431	0.01328513328
432	0.01325164252
433	0.01322488858
434	0.01318747415
435	0.01314450569
436	0.01310158129
437	0.01306352533
438	0.01303419836
439	0.01299613132
440	0.01296811499
441	0.0129304981
442	0.01290201916
443	0.01286725184
444	0.01283039765
445	0.01279963276
446	0.01276964608
447	0.01273573919
448	0.01269305567
449	0.01265784543
450	0.01262909743
451	0.01259030919
452	0.01255474934
453	0.01252741267
454	0.01249987484
455	0.01246640916
456	0.01243704729
457	0.01240724594
458	0.01237982306
459	0.01235196862
460	0.01232603579
461	0.01229688941
462	0.01226612444
463	0.01222995047
464	0.0121992621
465	0.01216868637
466	0.01214003144
467	0.01211286911
468	0.01208814632
469	0.01205769019
470	0.01202540773
471	0.01199515439
472	0.01196786821
473	0.01193989864
474	0.01191707014
475	0.01188983285
476	0.01186127132
477	0.01183534274
478	0.01180426845
479	0.0117697487
480	0.0117401748
481	0.01171459558
482	0.01169007562
483	0.011658484	0.484	0.01163485	0.0485	0.01160486	0.01182352256
487	0.0487	0.0115585161
488	0.01153704858
489	0.0115128395
490	0.0114905491	0491	0.0114705492	0492	0.01144545263
493	0.0114265494	0494	0.0113918495	0.01159173566
496	0.01156386656
497	0497	0.0113149498	0.01149724168
499	0499	0.0112660500	0500	0.011235501	0.501	0.01121544976
502	0.0111928064
503	0.01116486878
504	0.01114405163
505	0.01111745728
506	0.01108939551
507	0.0110685255
508	0.01104305318
509	0.01101469398
510	0.01099377072
511	0.0109652784
512	0.01093932674
513	0.01091095806
514	0.01088765738
515	0.01086538002
516	0.01084133789
517	0.01081238715
518	0.01079471576
519	0.01076520381
520	0.01073553001
521	0.01071670422
522	0.01069757971
523	0.01066533226
524	0.01064457987
525	0.01062273559
526	0.01060138453
527	0.01057810695
528	0.01055529428
529	0.01052798929
530	0.01050383388
531	0.01048256768
532	0.01046141535
533	0.0104366172
534	0.0104097166
535	0.01038339642
536	0.01036487818
537	0.0103402673
538	0.01031473344
539	0.0102913415
540	0.01027166018
541	0.01024427504
542	0.01021704779
543	0.01019490852
544	0.01017266077
545	0.01015458635
546	0.01013703527
547	0.01011580688
548	0.01010019215
549	0.01007478175
550	0.01005630437
551	0.01003408344
552	0.01001827395
553	0.009999818256
554	0.009976525148
555	0.009960330202
556	0.009941041851
557	0.009924459906
558	0.009909074772
559	0.009886643653
560	0.00987098854
561	0.009849809328
562	0.009825151189
563	0.009803384395
564	0.009778623231
565	0.009756253511
566	0.009734073844
567	0.009717412103
568	0.009699830299
569	0.00968501488
570	0.009667880191
571	0.009652715372
572	0.009635310212
573	0.009618947244
574	0.009599331157
575	0.00958393685
576	0.009566408875
577	0.009550047202
578	0.009528111071
579	0.009511043532
580	0.009491379078
581	0.009470055502
582	0.009454549922
583	0.009439415261
584	0.009424159045
585	0.009406648758
586	0.009389689703
587	0.009371758641
588	0.009351506373
589	0.00933042566
590	0.009309627955
591	0.009291721377
592	0.009278904373
593	0.009265993402
594	0.009251455606
595	0.009232881448
596	0.00921093381
597	0.009191233195
598	0.009174753521
599	0.009160304896
600	0.009145847433
601	0.009127983436
602	0.009115225577
603	0.009098365962
604	0.009080399232
605	0.009066428705
606	0.009050766325
607	0.009033800771
608	0.009018803728
6610	0.0091826824136611	0.0091694734326612	0.009154187122
613	0.009138832924
614	0.009124285872
615	0.009106018709
616	0.009089215611
617	0.00907214858
618	0.009052069498
619	0.009034428507
620	0.009017536434
621	0.008998027144
622	0.00898764707
623	0.008961126947
624	0.008942878946
625	0.008930635531
626	0.008917420318
627	0.00890380357
628	0.008886174086
629	0.008872579237
630	0.008860178038
631	0.008845179097
632	0.008824880948
633	0.008810247239
634	0.00879656067
635	0.008782083556
636	0.008765595284
637	0.008752832638
638	0.008736901485
639	0.008720522291
640	0.008701002712
641	0.008684580763
642	0.008672999089
643	0.00865673325
644	0.008639411618
645	0.008622324479
646	0.008608945223
647	0.008595766123
648	0.008577340044
649	0.008560005886
650	0.008545471691
651	0.008531795997
652	0.008516881427
653	0.008506210765
654	0.008492351732
655	0.008479907484
656	0.008469820005
657	0.008457142899
658	0.008442255064
659	0.008430109284
660	0.008419605351
661	0.008407672213
662	0.008396139874
663	0.008384241252
664	0.008373877425
665	0.008361881922
666	0.008351362163
667	0.008339100321
668	0.008326290969
669	0.008313495442
670	0.008302473064
671	0.008293906141
672	0.008281231575
673	0.008265667477
674	0.008253759985
675	0.008241514128
676	0.008233535161
677	0.00822046149
678	0.008209059616
679	0.008193517659
680	0.008181166144
681	0.00816927147
682	0.008159200257
683	0.008149159876
684	0.008134363694
685	684	0.007909246526
685	0.007899293354
686	0.007886818452
687	0.007869145969
688	0.007853610983
689	0.007838876008
690	0.007822810798
691	0.007811946168
692	0.007796478177
693	0.007783594885
694	0.007769322929
695	0.007754804497
696	0.007738811636
697	0.007727856995
698	0.007715117918
699	0.007703180124
700	0.007688182748
701	0.007677782241
702	0.007663325652
703	0.007654601943
704	0.007643829589
705	0.00762991349
706	0.007617379866
707	0.007606859882
708	0.007596613806
709	0.007586440989
710	0.00757357851
711	0.007558474216
712	0.0075453714	0.713	0.007535748655
714	0.007522716	0.0715	0.007510717	0.0716	0.007499718	0.0717	0.007489345967
718	0.007477281267
719	0.00746721	0.007694656309
722	0.007681788544
723	0.007671050836
724	0.007658885121
725	0.007648189404
726	0.007637062766
727	0.007627277462
728	0.00761586838
729	0.007604880268
730	0.007595098576
731	0.007582014888
732	0.007572127541
733	0.007559902333
734	0.007549515611
735	0.007541527561
736	0.007530491612
737	0.007521147704
738	0.007507294536
739	0.0738	0.007263252447
739	0.007254505922
740	0.007243606117
741	0.007235035872
742	0.007222273518
743	0.007213856026
744	0.007201365056
745	0.00718747	0.00746	0.00717748	0.007400963179
749	0.007390373848
750	0.007376501711
751	0.007363400299
752	0.0751	0.007127392246
752	0.007118788816
753	0.007108252677
754	0.007099352608
755	0.007087619649
756	0.007078607241
757	0.007067640539
758	0.007058511649
759	0.007049670179
760	0.00703633686
761	0.007026849179
762	0.007018716677
763	0.007010043568
764	0.007001209314
765	0.006991610798
766	0.006980453679
767	0.00697324051
768	0.006963783181
769	0.006952350052
770	0.006941559536
771	0.00693413905
772	0.006924189999
773	0.006912372579
774	0.006901357502
775	0.006891858737
776	0.006882535581
777	0.00687413284
778	0.006864856621
779	0.006855892007
780	0.00684539631
781	0.00683682718
782	0.006826519669
783	0.006817969137
784	0.006809000576
785	0.006801178972
786	0.006791186409
787	0.006781422667
788	0.006770819661
789	0.006760956098
790	0.00675407668
791	0.00674590812
792	0.006736920895
793	0.006723165836
794	0.006714463259
795	0.006705898208
796	0.006698089045
797	0.006688800978
798	0.006680952762
799	0.006672656321
800	0.006663364559
801	0.006648741516
802	0.00663861119
803	0.006627207295
804	0.006619490933
805	0.006610632271
806	0.006602954229
807	0.006593398666
808	0.006585868972
809	0.006577732986
810	0.006571458614
811	0.006563196442
812	0.006555073727
813	0.00654579401
814	0.006536265894
815	0.006526236714
816	0.006519371504
817	0.00651100007
818	0.006501432864
819	0.006493072817
820	0.006483279242
821	0.006477775079
822	0.006467508459
823	0.006460070062
824	0.00645331705
825	0.006443053384
826	0.00643577495
827	0.006425360373
828	0.006417740643
829	0.006408636708
830	0.006402456228
831	0.006392924224
832	0.006383279247
833	0.006375407766
834	0.006367492667
835	0.006356647761
836	0.006351037624
837	0.006343783374
838	0.006334807533
839	0.006325717945
840	0.006314202794
841	0.006306211998
842	0.006296738071
843	0.006289076938
844	0.006281436968
845	0.006273254355
846	0.006267793931
847	0.006260663222
848	0.006251957938
849	0.00624251218
850	0.006233602269
851	0.006227357072
852	0.006221554854
853	0.006211822936
854	0.006203350064
855	0.006193629271
856	0.006186290339
857	0.006179796776
858	0.006171471098
859	0.006163378341
860	0.006155365595
861	0.006145684527
862	0.00613926886
863	0.006131447387
864	0.006123614252
865	0.006114363591
866	0.006104970013
867	0.006098477798
868	0.006089078522
869	0.006081973528
870	0.006073226173
871	0.006065684685
872	0.006058246737
873	0.006049349492
874	0.006041665611
875	0.006033377709
876	0.006025735264
877	0.006016672541
878	0.006009699266
879	0.00600227188
880	0.005995884952
881	0.005988666718
882	0.005982249512
883	0.00597505386
884	0.005966544117
885	0.005957909459
886	0.005949145216
887	0.005942769154
888	0.005934436037
889	0.005927568245
890	0.005921283497
891	0.005913852144
892	0.005907025671
893	0.005901031024
894	0.005895485598
895	0.005890105708
896	0.005881961766
897	0.005875580477
898	0.005868099726
899	0.005863492941
900	0.005858194097
901	0.005853417195
902	0.005846681795
903	0.005838557134
904	0.00582906094
905	0.005820769233
906	0.005814114963
907	0.005807525147
908	0.005800584667
909	0.005794273506
910	0.005786077662
911	0.005779030427
912	0.005773895773
913	0.005764858884
914	0.005758773947
915	0.005751803311
916	0.005746180405
917	0.005740958123
918	0.005735642636
919	0.005729805385
920	0.005719440976
921	0.005711222176
922	0.00570438097
923	0.005698390255
924	0.005690841665
925	0.005684688896
926	0.005678714681
927	0.005672016431
928	0.005666556734
929	0.00566115257
930	0.005655032622
931	0.005649311912
932	0.005641504582
933	0.005631162561
934	0.005624828925
935	0.005619098509
936	0.005612952443
937	0.005608514778
938	0.005602682244
939	0.005597377505
940	0.00559123485
941	0.005584667446
942	0.005577033341
943	0.005571474583
944	0.005565716222
945	0.00555893458
946	0.005552254614
947	0.005545894837
948	0.005537044246
949	0.005530830847
950	0.005524004462
951	0.005516057323
952	0.005509907958
953	0.005504281482
954	0.005495901288
955	0.005491564439
956	0.005485567312
957	0.005480161066
958	0.005474310753
959	0.005466652566
960	0.005460456209
961	0.005453505189
962	0.005446701963
963	0.005439465725
964	0.005433806576
965	0.005428102521
966	0.005422316675
967	0.005417853278
968	0.005413247119
969	0.005406388605
970	0.005400910959
971	0.005392321492
972	0.005386730655
973	0.005381403867
974	0.005374361417
975	0.005366139421
976	0.005358280841
97980	0.005410738129981	0.005405635004
982	0.005397914497
983	0.0053916949979984	0.005385614878982	0.005322130584
983	0.005315837467
984	0.005311467826
985	0.005306233663
986	0.005299697652
987	0.005294921601
988	0.005289771584
989	0.005283674714
990	0.005279168422
991	0.005274057436
992	0.00526678961
993	0.005261999419
994	0.00525554944
995	0.005250952384
996	0.005246162273
997	0.005240036903
998	0.005233311082
999	0.005228885312
4137
998	0.004664697147
999	0.004659081137
28183
004374669802
999	0.004370746175
